Variable Explanation:

senator- Name of Senator (first last)
party- 0= Republican, 1= Democrat, 2= Independent
sex- 1=Male, 0=Female
trade_date- Date of initial transaction
owner- Owner of the trade (Spouse, Child, or Self=Senator)
ticker- Stock Ticker
type- Purchase or Sale
trade_amount_max- Maximum amount the trade could have been
trade_amount_min- Minimum amount the trade could have been
buy_one_year_change- One year change in value of the stock purchased from the date of transaction
one_mo_vtsax_change- One month change in value of the VTSAX from the date of transaction
one_year_vtsax_change- One year change in value of the VTSAX from the date of transaction
buy_compare_one_year- Change in stock value minus change in VTSAX after one year from date of transaction
one_month_sell- One month change in value of the stock sold from the date of transaction
one_month_sell_compare- Change in stock value minus change in VTSAX after one month from date of transaction
weight- Weighted value of the average between the minimum and maximum amount the trade could have been

Data:

senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight
David Perdue,0,1,23apr2015,Joint,KN,Purchase,15000,1000,-.378531073,.007116105,-.028089888,-.350441186,,,1
John Reed,1,1,23apr2015,Self,MSFT,Purchase,15000,1000,.287032764,.007116105,-.028089888,.315122652,,,1
John Reed,1,1,23apr2015,Self,FEYE,Purchase,15000,1000,-.616435238,.007116105,-.028089888,-.58834535,,,1
John Reed,1,1,23apr2015,Self,ESRX,Purchase,15000,1000,,.007116105,-.028089888,,,,1
John Reed,1,1,23apr2015,Self,SLB,Sale,15000,1000,,.007116105,-.028089888,,-.010961848,-.018077953,1
John Reed,1,1,23apr2015,Self,EMC,Sale,15000,1000,,.007116105,-.028089888,,,,1
Pat Roberts,0,1,22apr2015,Spouse,NFLX,Sale,50000,15000,,.007699531,-.02028169,,.114491926,.106792395,4.0599999
Thomas Carper,1,1,22apr2015,Spouse,--,Purchase,15000,1000,,.007699531,-.02028169,,,,1
Thomas Carper,1,1,22apr2015,Spouse,AAPL,Purchase,15000,1000,-.167081325,.007699531,-.02028169,-.146799635,,,1
James Inhofe,0,1,21apr2015,Self,EMR,Purchase,100000,50000,-.044142906,.012827768,-.016600641,-.027542265,,,9.3800001
James Inhofe,0,1,21apr2015,Self,WFC,Sale,50000,15000,,.012827768,-.016600641,,.039056743,.026228974,4.0599999
David Perdue,0,1,17apr2015,Joint,KN,Purchase,15000,1000,-.351674641,.01749382,-.018064271,-.33361037,,,1
Mark Warner,1,1,16apr2015,,,,,,,.004509583,-.029312289,,,,
David Perdue,0,1,15apr2015,Joint,MOS,Purchase,15000,1000,-.422850925,-.006759294,-.029853549,-.392997376,,,1
Gary Peters,1,1,15apr2015,Self,--,Purchase,15000,1000,,-.006759294,-.029853549,,,,1
Gary Peters,1,1,15apr2015,Self,--,Purchase,15000,1000,,-.006759294,-.029853549,,,,1
Gary Peters,1,1,15apr2015,Self,--,Purchase,15000,1000,,-.006759294,-.029853549,,,,1
James Inhofe,0,1,14apr2015,Self,ETN,Sale,50000,15000,,-.001132717,-.03586936,,.047771628,.048904345,4.0599999
James Inhofe,0,1,14apr2015,Self,MCD,Sale,100000,50000,,-.001132717,-.03586936,,.003791761,.004924477,9.3800001
Joseph ManchinIii,1,1,14apr2015,Spouse,--,Purchase,15000,1000,,-.001132717,-.03586936,,,,1
Joseph ManchinIii,1,1,14apr2015,Spouse,--,Purchase,15000,1000,,-.001132717,-.03586936,,,,1
Pat Roberts,0,1,14apr2015,Spouse,NFLX,Purchase,50000,15000,.564330115,-.001132717,-.03586936,.600199475,,,4.0599999
Gary Peters,1,1,14apr2015,Self,KRFT,Sale,15000,1000,,-.001132717,-.03586936,,,,1
Gary Peters,1,1,14apr2015,Self,DTE,Purchase,15000,1000,.094202899,-.001132717,-.03586936,.130072259,,,1
Gary Peters,1,1,14apr2015,Self,QCOM,Purchase,15000,1000,-.263157895,-.001132717,-.03586936,-.227288535,,,1
Gary Peters,1,1,14apr2015,Self,EMR,Purchase,15000,1000,-.06514658,-.001132717,-.03586936,-.02927722,,,1
Sheldon Whitehouse,1,1,13apr2015,Self,UA,Purchase,15000,1000,,.002835539,-.043856333,,,,1
Richard Burr,0,1,10apr2015,,,,,,,.003012615,-.044812653,,,,
Sheldon Whitehouse,1,1,07apr2015,Spouse,GILD,Purchase,15000,1000,-.031614145,.001333841,-.035442073,.003827928,,,1
Sheldon Whitehouse,1,1,07apr2015,Spouse,--,Purchase,15000,1000,,.001333841,-.035442073,,,,1
Sheldon Whitehouse,1,1,07apr2015,Spouse,BIIB,Purchase,15000,1000,-.364682341,.001333841,-.035442073,-.329240268,,,1
Sheldon Whitehouse,1,1,07apr2015,Spouse,NFLX,Purchase,15000,1000,.734711757,.001333841,-.035442073,.770153831,,,1
Sheldon Whitehouse,1,1,07apr2015,Child,GILD,Purchase,15000,1000,-.031614145,.001333841,-.035442073,.003827928,,,1
Sheldon Whitehouse,1,1,07apr2015,Self,BABA,Sale,50000,15000,,.001333841,-.035442073,,-.032477801,-.033811642,4.0599999
Sheldon Whitehouse,1,1,07apr2015,Self,HD,Sale,50000,15000,,.001333841,-.035442073,,-.054593176,-.055927017,4.0599999
Sheldon Whitehouse,1,1,06apr2015,Child,SSYS,Sale,15000,1000,,.011022425,-.028126188,,-.293555639,-.304578064,1
Sheldon Whitehouse,1,1,06apr2015,Self,ACN,Sale,50000,15000,,.011022425,-.028126188,,-.013063016,-.024085441,4.0599999
David Perdue,0,1,02apr2015,Joint,SYY,Purchase,15000,1000,.241498406,.00420811,-.023909717,.265408123,,,1
David Perdue,0,1,02apr2015,Joint,PG,Purchase,15000,1000,-.001455781,.00420811,-.023909717,.022453936,,,1
David Perdue,0,1,02apr2015,Joint,FOX,Purchase,50000,15000,,.00420811,-.023909717,,,,4.0599999
David Perdue,0,1,02apr2015,Joint,AVP,Purchase,15000,1000,,.00420811,-.023909717,,,,1
David Perdue,0,1,02apr2015,Joint,FOXA,Sale,15000,1000,,.00420811,-.023909717,,,,1
David Perdue,0,1,02apr2015,Joint,JNJ,Purchase,15000,1000,.085909273,.00420811,-.023909717,.10981899,,,1
David Perdue,0,1,02apr2015,Joint,KO,Purchase,15000,1000,.140363815,.00420811,-.023909717,.164273532,,,1
David Perdue,0,1,02apr2015,Joint,MSFT,Sale,15000,1000,,.00420811,-.023909717,,.207247456,.203039346,1
Thomas Carper,1,1,02apr2015,Spouse,--,Purchase,15000,1000,,.00420811,-.023909717,,,,1
Sheldon Whitehouse,1,1,02apr2015,Spouse,--,Sale,15000,1000,,.00420811,-.023909717,,,,1
Angus King,,1,01apr2015,Spouse,--,Sale,50000,15000,,.019197543,-.019389518,,,,4.0599999
Thomas Carper,1,1,31mar2015,Spouse,--,Sale,15000,1000,,.019892884,-.026778883,,,,1
Daniel Sullivan,0,1,27mar2015,Joint,XLI,Sale,50000,15000,,.027286703,-.022290546,,.013861386,-.013425316,4.0599999
David Perdue,0,1,27mar2015,Joint,WPX,Purchase,15000,1000,,.027286703,-.022290546,,,,1
David Perdue,0,1,27mar2015,Joint,DISCA,Purchase,15000,1000,,.027286703,-.022290546,,,,1
Patrick Toomey,0,1,26mar2015,Joint,PFS,Sale,50000,15000,,.029496819,-.030267978,,.013567033,-.015929786,4.0599999
David Perdue,0,1,25mar2015,Joint,SPY,Sale,50000,15000,,.024432474,-.032512505,,.023668351,-.000764123,4.0599999
Pat Roberts,0,1,25mar2015,Spouse,AAPL,Purchase,15000,1000,-.139811963,.024432474,-.032512505,-.107299458,,,1
Patrick Toomey,0,1,25mar2015,Joint,PFS,Sale,50000,15000,,.024432474,-.032512505,,.011935934,-.01249654,4.0599999
David Perdue,0,1,20mar2015,Joint,KN,Purchase,15000,1000,-.31965983,-.015721505,-.051282051,-.268377779,,,1
John Hoeven,0,1,20mar2015,Self,MDU,Purchase,250000,100000,-.133485194,-.015721505,-.051282051,-.082203142,,,21.879999
Thomas Carper,1,1,20mar2015,Spouse,--,Purchase,15000,1000,,-.015721505,-.051282051,,,,1
Susan Collins,0,0,20mar2015,Spouse,HSY,Purchase,50000,15000,-.108825546,-.015721505,-.051282051,-.057543495,,,4.0599999
David Perdue,0,1,19mar2015,Joint,BK,Sale,15000,1000,,.004909366,-.047583082,,.018858561,.013949195,1
Patrick Toomey,0,1,19mar2015,Joint,CVX,Sale,50000,15000,,.004909366,-.047583082,,.051646778,.046737412,4.0599999
Mark Warner,1,1,19mar2015,,,,,,,.004909366,-.047583082,,,,
David Perdue,0,1,18mar2015,Joint,DISCA,Purchase,15000,1000,-.097946288,.001692684,-.058491631,-.039454657,,,1
David Perdue,0,1,18mar2015,Joint,DISCA,Purchase,15000,1000,-.097946288,.001692684,-.058491631,-.039454657,,,1
John Hoeven,0,1,18mar2015,Self,PRPFX,Sale,50000,15000,,.001692684,-.058491631,,.015601409,.013908725,4.0599999
Thomas Carper,1,1,18mar2015,Spouse,--,Sale,15000,1000,,.001692684,-.058491631,,,,1
Pat Roberts,0,1,17mar2015,Spouse,AAPL,Purchase,15000,1000,-.17679471,.007992388,-.053282588,-.123512122,,,1
Pat Roberts,0,1,17mar2015,Spouse,BA,Purchase,15000,1000,-.182188855,.007992388,-.053282588,-.128906267,,,1
Pat Roberts,0,1,17mar2015,Spouse,BA,Purchase,15000,1000,-.182188855,.007992388,-.053282588,-.128906267,,,1
David Perdue,0,1,16mar2015,Joint,WPX,Purchase,15000,1000,,.004366812,-.051832163,,,,1
David Perdue,0,1,16mar2015,Joint,WPX,Purchase,15000,1000,,.004366812,-.051832163,,,,1
David Perdue,0,1,16mar2015,Joint,XLS-WI,Sale,15000,1000,,.004366812,-.051832163,,,,1
David Perdue,0,1,16mar2015,Joint,DISCA,Purchase,50000,15000,-.143382917,.004366812,-.051832163,-.091550754,,,4.0599999
Pat Roberts,0,1,16mar2015,Joint,DVN,Purchase,15000,1000,-.578042553,.004366812,-.051832163,-.526210391,,,1
Pat Roberts,0,1,16mar2015,Spouse,CVX,Purchase,15000,1000,-.086007951,.004366812,-.051832163,-.034175789,,,1
Sheldon Whitehouse,1,1,13mar2015,Joint,--,Purchase,50000,15000,,.021149779,-.033839646,,,,4.0599999
David Perdue,0,1,13mar2015,Joint,ETE,Sale,15000,1000,,.021149779,-.033839646,,,,1
David Perdue,0,1,13mar2015,Joint,ETE,Sale,15000,1000,,.021149779,-.033839646,,,,1
David Perdue,0,1,13mar2015,Joint,DISCA,Purchase,15000,1000,-.112082423,.021149779,-.033839646,-.078242777,,,1
David Perdue,0,1,13mar2015,Joint,DISCA,Purchase,15000,1000,-.112082423,.021149779,-.033839646,-.078242777,,,1
Thomas Carper,1,1,13mar2015,Spouse,DD,Purchase,15000,1000,,.021149779,-.033839646,,,,1
Pat Roberts,0,1,13mar2015,Spouse,ETY,Purchase,15000,1000,-.089552239,.021149779,-.033839646,-.055712593,,,1
Pat Roberts,0,1,13mar2015,Spouse,ETY,Purchase,50000,15000,-.089552239,.021149779,-.033839646,-.055712593,,,4.0599999
Pat Roberts,0,1,13mar2015,Spouse,ETY,Purchase,100000,50000,-.089552239,.021149779,-.033839646,-.055712593,,,9.3800001
David Perdue,0,1,12mar2015,Joint,ETE,Sale,15000,1000,,.010323074,-.056012235,,,,1
David Perdue,0,1,12mar2015,Joint,WPX,Purchase,15000,1000,,.010323074,-.056012235,,,,1
David Perdue,0,1,12mar2015,Joint,WPX,Purchase,15000,1000,,.010323074,-.056012235,,,,1
David Perdue,0,1,12mar2015,Joint,CIT,Purchase,15000,1000,-.282444444,.010323074,-.056012235,-.22643221,,,1
David Perdue,0,1,11mar2015,Joint,CAT,Sale,50000,15000,,.019945778,-.04298993,,.009284818,-.01066096,4.0599999
David Perdue,0,1,11mar2015,Joint,KN,Purchase,15000,1000,-.363452802,.019945778,-.04298993,-.320462871,,,1
David Perdue,0,1,11mar2015,Joint,XLS-WI,Sale,15000,1000,,.019945778,-.04298993,,,,1
David Perdue,0,1,11mar2015,Joint,WPX,Purchase,15000,1000,,.019945778,-.04298993,,,,1
Thomas Carper,1,1,11mar2015,Spouse,--,Sale,15000,1000,,.019945778,-.04298993,,,,1
Pat Roberts,0,1,11mar2015,Spouse,BABA,Sale,15000,1000,,.019945778,-.04298993,,.041468472,.021522693,1
Pat Roberts,0,1,11mar2015,Spouse,AAPL,Sale,15000,1000,,.019945778,-.04298993,,.027486911,.007541133,1
Pat Roberts,0,1,11mar2015,Spouse,BA,Sale,50000,15000,,.019945778,-.04298993,,.014487001,-.005458777,4.0599999
David Perdue,0,1,10mar2015,Joint,KN,Purchase,15000,1000,-.36515998,.015873016,-.048393341,-.316766639,,,1
Sheldon Whitehouse,1,1,10mar2015,Joint,PEP,Purchase,15000,1000,.05623213,.015873016,-.048393341,.104625471,,,1
Sheldon Whitehouse,1,1,10mar2015,Self,ABBV,Sale,15000,1000,,.015873016,-.048393341,,.046203438,.030330423,1
Sheldon Whitehouse,1,1,10mar2015,Self,AMGN,Purchase,15000,1000,-.058275817,.015873016,-.048393341,-.009882476,,,1
Sheldon Whitehouse,1,1,10mar2015,Child,STT,Sale,15000,1000,,.015873016,-.048393341,,.054107093,.038234077,1
Sheldon Whitehouse,1,1,10mar2015,Self,KORS,Sale,15000,1000,,.015873016,-.048393341,,,,1
David Perdue,0,1,09mar2015,Joint,KN,Purchase,15000,1000,-.363219562,.002285714,-.051238095,-.311981467,,,1
David Perdue,0,1,09mar2015,Joint,XLS-WI,Sale,50000,15000,,.002285714,-.051238095,,,,4.0599999
Pat Roberts,0,1,09mar2015,Spouse,AMZN,Sale,50000,15000,,.002285714,-.051238095,,-.004015216,-.00630093,4.0599999
David Perdue,0,1,06mar2015,Joint,KN,Purchase,15000,1000,-.368094992,.006118547,-.049713193,-.318381799,,,1
Pat Roberts,0,1,06mar2015,Spouse,SBUX,Purchase,15000,1000,.27311175,.006118547,-.049713193,.322824943,,,1
Pat Roberts,0,1,06mar2015,Spouse,COST,Purchase,15000,1000,.009060373,.006118547,-.049713193,.058773566,,,1
Pat Roberts,0,1,06mar2015,Spouse,ETY,Purchase,15000,1000,-.104580812,.006118547,-.049713193,-.054867619,,,1
David Perdue,0,1,05mar2015,Joint,XLS-WI,Sale,15000,1000,,-.014142938,-.06618895,,,,1
David Perdue,0,1,04mar2015,Joint,NGLS,Sale,15000,1000,,-.016241737,-.06931067,,,,1
Pat Roberts,0,1,04mar2015,Spouse,NFLX,Sale,100000,50000,,-.016241737,-.06931067,,-.120590256,-.104348518,9.3800001
Pat Roberts,0,1,04mar2015,Spouse,BABA,Purchase,15000,1000,-.166569189,-.016241737,-.06931067,-.097258519,,,1
David Perdue,0,1,03mar2015,Joint,NGLS,Sale,15000,1000,,-.016738762,-.078051533,,,,1
David Perdue,0,1,03mar2015,Joint,WPX,Purchase,15000,1000,,-.016738762,-.078051533,,,,1
David Perdue,0,1,03mar2015,Joint,XLS-WI,Sale,15000,1000,,-.016738762,-.078051533,,,,1
John Hoeven,0,1,03mar2015,Self,CAT,Purchase,250000,100000,-.165982617,-.016738762,-.078051533,-.087931084,,,21.879999
John Reed,1,1,03mar2015,Joint,MYL,Sale,15000,1000,,-.016738762,-.078051533,,,,1
John Reed,1,1,03mar2015,Joint,ACT,Sale,15000,1000,,-.016738762,-.078051533,,0,.016738762,1
John Reed,1,1,03mar2015,Self,AMAT,Sale,15000,1000,,-.016738762,-.078051533,,-.078619563,-.061880801,1
John Reed,1,1,03mar2015,Self,ACT,Sale,15000,1000,,-.016738762,-.078051533,,0,.016738762,1
David Perdue,0,1,02mar2015,Joint,NGLS,Sale,15000,1000,,-.01329588,-.102996255,,,,1
David Perdue,0,1,02mar2015,Joint,CIT,Purchase,15000,1000,-.358786836,-.01329588,-.102996255,-.255790581,,,1
Angus King,,1,02mar2015,Spouse,--,Sale,50000,15000,,-.01329588,-.102996255,,,,4.0599999
Pat Roberts,0,1,02mar2015,Spouse,BIDU,Purchase,15000,1000,-.154213812,-.01329588,-.102996255,-.051217557,,,1
Patrick Toomey,0,1,27feb2015,Spouse,EEM,Purchase,15000,1000,-.262150221,-.019223521,-.090652092,-.171498129,,,1
Patrick Toomey,0,1,27feb2015,Spouse,XLU,Sale,15000,1000,,-.019223521,-.090652092,,-.029847446,-.010623926,1
Benjamin Cardin,1,1,27feb2015,Spouse,--,Purchase,100000,50000,,-.019223521,-.090652092,,,,9.3800001
Benjamin Cardin,1,1,27feb2015,Self,--,Sale,100000,50000,,-.019223521,-.090652092,,,,9.3800001
David Perdue,0,1,26feb2015,Joint,PAA,Purchase,50000,15000,,-.025732532,-.093538693,,,,4.0599999
David Perdue,0,1,26feb2015,Joint,KN,Purchase,15000,1000,-.402077922,-.025732532,-.093538693,-.308539229,,,1
Susan Collins,0,0,26feb2015,Spouse,--,Purchase,50000,15000,,-.025732532,-.093538693,,,,4.0599999
John Hoeven,0,1,25feb2015,Self,ABBV,Purchase,250000,100000,-.09452326,-.024765478,-.104690432,.010167172,,,21.879999
David Perdue,0,1,24feb2015,Joint,SMEZ,Sale,50000,15000,,-.00956848,-.109193246,,.003551056,.013119537,4.0599999
Patrick Toomey,0,1,24feb2015,Self,ESV,Sale,15000,1000,,-.00956848,-.109193246,,,,1
Sheldon Whitehouse,1,1,24feb2015,Child,LLTC,Purchase,15000,1000,,-.00956848,-.109193246,,,,1
Sheldon Whitehouse,1,1,24feb2015,Child,KORS,Purchase,15000,1000,,-.00956848,-.109193246,,,,1
Sheldon Whitehouse,1,1,24feb2015,Self,,Sale,15000,1000,,-.00956848,-.109193246,,,,1
David Perdue,0,1,23feb2015,Joint,BA,Sale,50000,15000,,.002820609,-.096464836,,-.012472535,-.015293144,4.0599999
Sheldon Whitehouse,1,1,23feb2015,Child,BMY,Purchase,15000,1000,.03932126,.002820609,-.096464836,.135786096,,,1
Sheldon Whitehouse,1,1,23feb2015,Child,HYH,Sale,15000,1000,,.002820609,-.096464836,,,,1
Sheldon Whitehouse,1,1,23feb2015,Child,KORS,Purchase,15000,1000,,.002820609,-.096464836,,,,1
Sheldon Whitehouse,1,1,23feb2015,Self,DISH,Sale,50000,15000,,.002820609,-.096464836,,-.055045872,-.057866481,4.0599999
Thomas Carper,1,1,23feb2015,Spouse,--,Sale,50000,15000,,.002820609,-.096464836,,,,4.0599999
Thomas Carper,1,1,23feb2015,Spouse,--,Purchase,50000,15000,,.002820609,-.096464836,,,,4.0599999
David Perdue,0,1,20feb2015,Joint,CBS,Purchase,15000,1000,,.004323308,-.109586466,,,,1
Thomas Carper,1,1,20feb2015,Spouse,UA,Purchase,15000,1000,,.004323308,-.109586466,,,,1
Thomas Carper,1,1,20feb2015,Spouse,HBI,Purchase,15000,1000,-.129093147,.004323308,-.109586466,-.019506681,,,1
Thomas Carper,1,1,20feb2015,Spouse,PNQI,Purchase,15000,1000,.001415028,.004323308,-.109586466,.111001494,,,1
Susan Collins,0,0,20feb2015,Spouse,KMB,Sale,15000,1000,,.004323308,-.109586466,,-.022350397,-.026673705,1
Susan Collins,0,0,20feb2015,Spouse,KMB,Sale,15000,1000,,.004323308,-.109586466,,-.022350397,-.026673705,1
Susan Collins,0,0,20feb2015,Spouse,HAL,Sale,15000,1000,,.004323308,-.109586466,,-.012453875,-.016777183,1
Susan Collins,0,0,20feb2015,Spouse,HAL,Sale,15000,1000,,.004323308,-.109586466,,-.012453875,-.016777183,1
Susan Collins,0,0,20feb2015,Spouse,HAL,Sale,15000,1000,,.004323308,-.109586466,,-.012453875,-.016777183,1
Susan Collins,0,0,20feb2015,Spouse,HAL,Sale,15000,1000,,.004323308,-.109586466,,-.012453875,-.016777183,1
Susan Collins,0,0,20feb2015,Spouse,AXP,Sale,15000,1000,,.004323308,-.109586466,,.035951397,.031628088,1
Susan Collins,0,0,20feb2015,Spouse,AXP,Sale,15000,1000,,.004323308,-.109586466,,.035951397,.031628088,1
Susan Collins,0,0,20feb2015,Spouse,AXP,Sale,15000,1000,,.004323308,-.109586466,,.035951397,.031628088,1
Susan Collins,0,0,20feb2015,Spouse,AXP,Sale,15000,1000,,.004323308,-.109586466,,.035951397,.031628088,1
Susan Collins,0,0,20feb2015,Spouse,AXP,Sale,15000,1000,,.004323308,-.109586466,,.035951397,.031628088,1
Susan Collins,0,0,20feb2015,Spouse,AYI,Purchase,50000,15000,.192783119,.004323308,-.109586466,.302369585,,,4.0599999
Susan Collins,0,0,20feb2015,Spouse,MMM,Purchase,50000000,25000000,-.069414704,.004323308,-.109586466,.040171762,,,31.25
John Reed,1,1,20feb2015,Joint,MYL,Purchase,15000,1000,,.004323308,-.109586466,,,,1
John Reed,1,1,20feb2015,Joint,CELG,Purchase,15000,1000,,.004323308,-.109586466,,,,1
John Reed,1,1,20feb2015,Joint,AMGN,Purchase,15000,1000,-.047824432,.004323308,-.109586466,.061762034,,,1
John Reed,1,1,20feb2015,Joint,IYT,Sale,15000,1000,,.004323308,-.109586466,,.002073044,-.002250264,1
David Perdue,0,1,19feb2015,Joint,WPZ,Sale,15000,1000,,.001702289,-.104596179,,,,1
Mark Warner,1,1,19feb2015,,,,,,,.001702289,-.104596179,,,,
David Perdue,0,1,18feb2015,Joint,WPZ,Sale,15000,1000,,.004914005,-.101115101,,,,1
Angus King,,1,18feb2015,Spouse,--,Sale,50000,15000,,.004914005,-.101115101,,,,4.0599999
Thomas Carper,1,1,18feb2015,Spouse,--,Sale,15000,1000,,.004914005,-.101115101,,,,1
Thomas Carper,1,1,18feb2015,Spouse,--,Purchase,15000,1000,,.004914005,-.101115101,,,,1
David Perdue,0,1,17feb2015,Joint,WPZ,Sale,15000,1000,,-.006428436,-.115711855,,,,1
David Perdue,0,1,17feb2015,Joint,CIT,Purchase,15000,1000,-.412144703,-.006428436,-.115711855,-.296432848,,,1
David Perdue,0,1,17feb2015,Joint,CBS,Purchase,15000,1000,,-.006428436,-.115711855,,,,1
David Perdue,0,1,13feb2015,Joint,WPZ,Sale,15000,1000,,-.014962121,-.129924242,,,,1
David Perdue,0,1,13feb2015,Joint,CBS,Purchase,15000,1000,,-.014962121,-.129924242,,,,1
David Perdue,0,1,13feb2015,Joint,CBS,Purchase,15000,1000,,-.014962121,-.129924242,,,,1
David Perdue,0,1,13feb2015,Joint,CBS,Purchase,50000,15000,,-.014962121,-.129924242,,,,4.0599999
Patrick Toomey,0,1,13feb2015,Self,,Sale,50000,15000,,-.014962121,-.129924242,,,,4.0599999
Thomas Carper,1,1,13feb2015,Spouse,--,Purchase,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Carper,1,1,13feb2015,Spouse,--,Purchase,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,JCOM,Sale,15000,1000,,-.014962121,-.129924242,,.024456935,.039419056,1
Thomas Tillis,0,1,13feb2015,Joint,WST,Sale,15000,1000,,-.014962121,-.129924242,,.055696203,.070658324,1
Thomas Tillis,0,1,13feb2015,Joint,WAL,Sale,15000,1000,,-.014962121,-.129924242,,.036998255,.051960376,1
Thomas Tillis,0,1,13feb2015,Joint,WAGE,Sale,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,VSI,Sale,15000,1000,,-.014962121,-.129924242,,.424999993,.439962114,1
Thomas Tillis,0,1,13feb2015,Joint,TYPE,Sale,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,TXRH,Sale,15000,1000,,-.014962121,-.129924242,,.075166233,.090128354,1
Thomas Tillis,0,1,13feb2015,Joint,TUMI,Sale,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,TTC,Sale,15000,1000,,-.014962121,-.129924242,,-.011099752,.003862369,1
Thomas Tillis,0,1,13feb2015,Spouse,TNGO,Sale,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,THS,Sale,15000,1000,,-.014962121,-.129924242,,.059875,.074837121,1
Thomas Tillis,0,1,13feb2015,Joint,THRM,Sale,15000,1000,,-.014962121,-.129924242,,.124241689,.13920381,1
Thomas Tillis,0,1,13feb2015,Joint,TECH,Sale,15000,1000,,-.014962121,-.129924242,,.020610929,.03557305,1
Thomas Tillis,0,1,13feb2015,Joint,TCBI,Sale,15000,1000,,-.014962121,-.129924242,,.047825191,.062787312,1
Thomas Tillis,0,1,13feb2015,Joint,SXT,Sale,15000,1000,,-.014962121,-.129924242,,.048442342,.063404463,1
Thomas Tillis,0,1,13feb2015,Joint,SWI,Sale,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,SSB,Sale,15000,1000,,-.014962121,-.129924242,,.036735321,.051697442,1
Thomas Tillis,0,1,13feb2015,Joint,SQI,Sale,15000,1000,,-.014962121,-.129924242,,.017865888,.032828009,1
Thomas Tillis,0,1,13feb2015,Joint,SPSC,Sale,15000,1000,,-.014962121,-.129924242,,.002193303,.017155424,1
Thomas Tillis,0,1,13feb2015,Joint,SMTC,Sale,15000,1000,,-.014962121,-.129924242,,.026179941,.041142062,1
Thomas Tillis,0,1,13feb2015,Joint,SIGI,Sale,15000,1000,,-.014962121,-.129924242,,.049707602,.064669724,1
Thomas Tillis,0,1,13feb2015,Joint,SHOO,Sale,15000,1000,,-.014962121,-.129924242,,.027769947,.042732068,1
Thomas Tillis,0,1,13feb2015,Joint,SGY,Sale,15000,1000,,-.014962121,-.129924242,,-.138888889,-.123926768,1
Thomas Tillis,0,1,13feb2015,Joint,RRTS,Sale,15000,1000,,-.014962121,-.129924242,,.01613538,.031097501,1
Thomas Tillis,0,1,13feb2015,Joint,ROLL,Sale,15000,1000,,-.014962121,-.129924242,,.018452574,.033414695,1
Thomas Tillis,0,1,13feb2015,Joint,RBA,Sale,15000,1000,,-.014962121,-.129924242,,-.070385623,-.055423502,1
Thomas Tillis,0,1,13feb2015,Joint,RAVN,Sale,15000,1000,,-.014962121,-.129924242,,-.109794989,-.094832867,1
Thomas Tillis,0,1,13feb2015,Joint,QLIK,Sale,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,PRLB,Sale,15000,1000,,-.014962121,-.129924242,,-.05472973,-.039767609,1
Thomas Tillis,0,1,13feb2015,Joint,PRIM,Sale,15000,1000,,-.014962121,-.129924242,,-.222374429,-.207412308,1
Thomas Tillis,0,1,13feb2015,Joint,PRAA,Sale,15000,1000,,-.014962121,-.129924242,,.031285552,.046247673,1
Thomas Tillis,0,1,13feb2015,Joint,PRA,Sale,15000,1000,,-.014962121,-.129924242,,-.009654497,.005307624,1
Thomas Tillis,0,1,13feb2015,Joint,POWI,Sale,15000,1000,,-.014962121,-.129924242,,.014799927,.029762048,1
Thomas Tillis,0,1,13feb2015,Joint,PLT,Sale,15000,1000,,-.014962121,-.129924242,,.070870871,.085832992,1
Thomas Tillis,0,1,13feb2015,Joint,PLKI,Sale,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,PEB,Sale,15000,1000,,-.014962121,-.129924242,,-.052266231,-.03730411,1
Thomas Tillis,0,1,13feb2015,Joint,PBH,Sale,15000,1000,,-.014962121,-.129924242,,.051446122,.066408244,1
Thomas Tillis,0,1,13feb2015,Joint,OMCL,Sale,15000,1000,,-.014962121,-.129924242,,-.101161802,-.086199681,1
Thomas Tillis,0,1,13feb2015,Joint,OFC,Sale,15000,1000,,-.014962121,-.129924242,,-.007116232,.007845889,1
Thomas Tillis,0,1,13feb2015,Joint,NSR,Sale,15000,1000,,-.014962121,-.129924242,,,,1
Thomas Tillis,0,1,13feb2015,Joint,NICE,Sale,15000,1000,,-.014962121,-.129924242,,.103333947,.118296069,1
Thomas Tillis,0,1,13feb2015,Joint,MNRO,Sale,15000,1000,,-.014962121,-.129924242,,.032515038,.047477159,1
