Variable Explanation:

senator- Name of Senator (first last)
party- 0= Republican, 1= Democrat, 2= Independent
sex- 1=Male, 0=Female
trade_date- Date of initial transaction
owner- Owner of the trade (Spouse, Child, or Self=Senator)
ticker- Stock Ticker
type- Purchase or Sale
trade_amount_max- Maximum amount the trade could have been
trade_amount_min- Minimum amount the trade could have been
buy_one_year_change- One year change in value of the stock purchased from the date of transaction
one_mo_vtsax_change- One month change in value of the VTSAX from the date of transaction
one_year_vtsax_change- One year change in value of the VTSAX from the date of transaction
buy_compare_one_year- Change in stock value minus change in VTSAX after one year from date of transaction
one_month_sell- One month change in value of the stock sold from the date of transaction
one_month_sell_compare- Change in stock value minus change in VTSAX after one month from date of transaction
weight- Weighted value of the average between the minimum and maximum amount the trade could have been

Data:

senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight
David Perdue,0,1,14apr2020,Joint,AAPL,Sale,50000,15000,,.016799421,,,.084863264,.068063844,4.0599999
David Perdue,0,1,14apr2020,Joint,AMZN,Sale,100000,50000,,.016799421,,,.032246904,.015447483,9.3800001
David Perdue,0,1,14apr2020,Joint,DIS,Sale,50000,15000,,.016799421,,,-.013864001,-.030663421,4.0599999
David Perdue,0,1,14apr2020,Joint,BAH,Sale,50000,15000,,.016799421,,,-.061165305,-.077964725,4.0599999
David Perdue,0,1,14apr2020,Joint,MU,Sale,50000,15000,,.016799421,,,-.040529189,-.05732861,4.0599999
David Perdue,0,1,14apr2020,Joint,,Sale,50000,15000,,.016799421,,,,,4.0599999
David Perdue,0,1,14apr2020,Joint,SU,Sale,15000,1000,,.016799421,,,.036307692,.019508272,1
David Perdue,0,1,14apr2020,Joint,CVX,Sale,15000,1000,,.016799421,,,.076704881,.059905461,1
David Perdue,0,1,14apr2020,Joint,GOOG,Sale,50000,15000,,.016799421,,,.083917021,.0671176,4.0599999
David Perdue,0,1,14apr2020,Joint,FHB,Sale,15000,1000,,.016799421,,,-.073657928,-.090457348,1
David Perdue,0,1,14apr2020,Joint,BKNG,Sale,50000,15000,,.016799421,,,-.043810628,-.060610048,4.0599999
David Perdue,0,1,14apr2020,Joint,DIS,Sale,50000,15000,,.016799421,,,-.013864001,-.030663421,4.0599999
David Perdue,0,1,14apr2020,Joint,FOXA,Sale,50000,15000,,.016799421,,,-.043568465,-.060367885,4.0599999
David Perdue,0,1,14apr2020,Joint,HUN,Sale,50000,15000,,.016799421,,,-.079171742,-.095971162,4.0599999
David Perdue,0,1,14apr2020,Joint,NWS,Sale,15000,1000,,.016799421,,,.116856256,.100056836,1
David Perdue,0,1,14apr2020,Joint,UN,Sale,15000,1000,,.016799421,,,,,1
David Perdue,0,1,14apr2020,Joint,MSM,Sale,50000,15000,,.016799421,,,-.022025697,-.038825117,4.0599999
David Perdue,0,1,14apr2020,Joint,SYY,Sale,50000,15000,,.016799421,,,.01986755,.003068129,4.0599999
David Perdue,0,1,14apr2020,Joint,PG,Sale,100000,50000,,.016799421,,,-.052992725,-.069792146,9.3800001
David Perdue,0,1,14apr2020,Joint,EAF,Sale,15000,1000,,.016799421,,,-.23190184,-.248701261,1
Thomas Carper,1,1,14apr2020,Spouse,PYPL,Purchase,15000,1000,,.016799421,,,,,1
Thomas Carper,1,1,14apr2020,Spouse,CVS,Purchase,15000,1000,,.016799421,,,,,1
Thomas Carper,1,1,14apr2020,Spouse,SWKS,Purchase,15000,1000,,.016799421,,,,,1
Thomas Carper,1,1,14apr2020,Spouse,PNQI,Purchase,15000,1000,,.016799421,,,,,1
Thomas Carper,1,1,14apr2020,Spouse,CEF,Purchase,15000,1000,,.016799421,,,,,1
Thomas Carper,1,1,14apr2020,Spouse,DIS,Purchase,15000,1000,,.016799421,,,,,1
Kelly Loeffler,0,0,14apr2020,Self,TGT,Sale,250000,100000,,.016799421,,,.101587009,.084787588,21.879999
Kelly Loeffler,0,0,14apr2020,Self,STT,Sale,250000,100000,,.016799421,,,-.07061541,-.087414831,21.879999
Kelly Loeffler,0,0,14apr2020,Self,SLB,Sale,50000,15000,,.016799421,,,.099099099,.082299678,4.0599999
Kelly Loeffler,0,0,14apr2020,Self,KHC,Sale,250000,100000,,.016799421,,,.032688928,.015889507,21.879999
Kelly Loeffler,0,0,14apr2020,Self,HIG,Sale,250000,100000,,.016799421,,,-.171719622,-.188519042,21.879999
Kelly Loeffler,0,0,14apr2020,Self,DFS,Sale,50000,15000,,.016799421,,,.103292992,.086493571,4.0599999
Kelly Loeffler,0,0,14apr2020,Self,CL,Sale,250000,100000,,.016799421,,,-.059909725,-.076709146,21.879999
Kelly Loeffler,0,0,14apr2020,Self,CAT,Sale,250000,100000,,.016799421,,,-.098557692,-.115357113,21.879999
Kelly Loeffler,0,0,14apr2020,Self,BMY,Sale,250000,100000,,.016799421,,,.055129913,.038330493,21.879999
Kelly Loeffler,0,0,14apr2020,Self,BP,Sale,100000,50000,,.016799421,,,-.056464812,-.073264232,9.3800001
Kelly Loeffler,0,0,14apr2020,Spouse,UTX,Sale,250000,100000,,.016799421,,,,,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,STT,Sale,500000,250000,,.016799421,,,-.07061541,-.087414831,31.25
Kelly Loeffler,0,0,14apr2020,Spouse,PRU,Sale,250000,100000,,.016799421,,,-.074219416,-.091018837,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,,Sale,250000,100000,,.016799421,,,,,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,HIG,Sale,250000,100000,,.016799421,,,-.171719622,-.188519042,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,GS,Sale,250000,100000,,.016799421,,,-.005722942,-.022522363,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,XOM,Sale,100000,50000,,.016799421,,,.039830309,.023030888,9.3800001
Kelly Loeffler,0,0,14apr2020,Spouse,DD,Sale,50000,15000,,.016799421,,,.188654697,.171855276,4.0599999
Kelly Loeffler,0,0,14apr2020,Spouse,DOW,Sale,50000,15000,,.016799421,,,-.044670625,-.061470046,4.0599999
Kelly Loeffler,0,0,14apr2020,Spouse,DFS,Sale,100000,50000,,.016799421,,,.103292992,.086493571,9.3800001
Kelly Loeffler,0,0,14apr2020,Spouse,DAL,Sale,100000,50000,,.016799421,,,-.143031785,-.159831206,9.3800001
Kelly Loeffler,0,0,14apr2020,Spouse,CVS,Sale,500000,250000,,.016799421,,,.029077323,.012277902,31.25
Kelly Loeffler,0,0,14apr2020,Spouse,CTVA,Sale,50000,15000,,.016799421,,,-.12065053,-.13744995,4.0599999
Kelly Loeffler,0,0,14apr2020,Spouse,CL,Sale,250000,100000,,.016799421,,,-.059909725,-.076709146,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,CTSH,Sale,250000,100000,,.016799421,,,-.015905308,-.032704729,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,CSCO,Sale,250000,100000,,.016799421,,,.01028518,-.006514241,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,BMY,Sale,500000,250000,,.016799421,,,.055129913,.038330493,31.25
Kelly Loeffler,0,0,14apr2020,Spouse,BP,Sale,250000,100000,,.016799421,,,-.056464812,-.073264232,21.879999
Kelly Loeffler,0,0,14apr2020,Spouse,AIG,Sale,50000,15000,,.016799421,,,.029868115,.013068694,4.0599999
Kelly Loeffler,0,0,14apr2020,Spouse,MO,Sale,50000,15000,,.016799421,,,-.14339981,-.160199231,4.0599999
Kelly Loeffler,0,0,14apr2020,Spouse,AGN,Sale,500000,250000,,.016799421,,,-.058601925,-.075401346,31.25
Kelly Loeffler,0,0,14apr2020,Spouse,ABBV,Sale,500000,250000,,.016799421,,,.101424571,.08462515,31.25
James Inhofe,0,1,13apr2020,Self,,Sale,100000,50000,,.070554893,,,,,9.3800001
James Inhofe,0,1,13apr2020,Self,MSFT,Sale,100000,50000,,.070554893,,,.128270195,.057715303,9.3800001
David Perdue,0,1,13apr2020,Joint,EQM,Sale,15000,1000,,.070554893,,,,,1
Ron Wyden,1,1,13apr2020,Spouse,--,Purchase,50000,15000,,.070554893,,,,,4.0599999
Kelly Loeffler,0,0,13apr2020,Self,TEX,Sale,50000,15000,,.070554893,,,-.119821542,-.190376435,4.0599999
Kelly Loeffler,0,0,13apr2020,Self,AMAT,Sale,15000,1000,,.070554893,,,.082798717,.012243824,1
Kelly Loeffler,0,0,13apr2020,Self,AA,Sale,50000,15000,,.070554893,,,.029139073,-.04141582,4.0599999
David Perdue,0,1,09apr2020,Joint,ORCL,Sale,15000,1000,,.038625977,,,-.010906356,-.049532332,1
Pat Roberts,0,1,09apr2020,Spouse,NFLX,Purchase,100000,50000,,.038625977,,,,,9.3800001
Ron Wyden,1,1,08apr2020,Spouse,UPS,Purchase,50000,15000,.740560786,.043217287,.5456182469999999,.194942538,,,4.0599999
Ron Wyden,1,1,08apr2020,Spouse,GOOG,Purchase,15000,1000,.858809532,.043217287,.5456182469999999,.313191284,,,1
Pat Roberts,0,1,08apr2020,Spouse,AAPL,Purchase,15000,1000,.92280227,.043217287,.5456182469999999,.377184023,,,1
Pat Roberts,0,1,08apr2020,Spouse,AAPL,Purchase,15000,1000,.92280227,.043217287,.5456182469999999,.377184023,,,1
Shelley Capito,0,0,07apr2020,Spouse,RTN,Purchase,50000,15000,2.068932956,.08784204,.602300995,1.466631961,,,4.0599999
David Perdue,0,1,07apr2020,Joint,PBA,Purchase,15000,1000,.494667344,.08784204,.602300995,-.107633651,,,1
David Perdue,0,1,07apr2020,Joint,CEQP,Sale,15000,1000,,.08784204,.602300995,,1.617256637,1.529414597,1
Pat Roberts,0,1,07apr2020,Spouse,DIS,Purchase,15000,1000,.874061636,.08784204,.602300995,.271760641,,,1
Pat Roberts,0,1,07apr2020,Spouse,TJX,Purchase,15000,1000,.449014567,.08784204,.602300995,-.153286428,,,1
Kelly Loeffler,0,0,07apr2020,Joint,AGCO,Sale,100000,50000,,.08784204,.602300995,,-.002035002,-.089877042,9.3800001
Kelly Loeffler,0,0,07apr2020,Joint,MPC,Sale,250000,100000,,.08784204,.602300995,,.383385162,.295543122,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,EBAY,Sale,250000,100000,,.08784204,.602300995,,.275142315,.187300275,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,VZ,Sale,500000,250000,,.08784204,.602300995,,-.008248508,-.096090548,31.25
Kelly Loeffler,0,0,07apr2020,Joint,CTXS,Sale,250000,100000,,.08784204,.602300995,,.005349794,-.082492246,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,PFE,Sale,250000,100000,,.08784204,.602300995,,.145791354,.057949314,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,AAPL,Sale,500000,250000,,.08784204,.602300995,,.146976063,.059134023,31.25
Kelly Loeffler,0,0,07apr2020,Joint,,Sale,250000,100000,,.08784204,.602300995,,,,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,PRU,Sale,100000,50000,,.08784204,.602300995,,.12850557,.040663531,9.3800001
Kelly Loeffler,0,0,07apr2020,Joint,CSCO,Sale,250000,100000,,.08784204,.602300995,,.020177165,-.067664874,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,WMT,Sale,250000,100000,,.08784204,.602300995,,.022460857,-.065381182,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,PYPL,Sale,250000,100000,,.08784204,.602300995,,.250797766,.162955726,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,KMI,Sale,250000,100000,,.08784204,.602300995,,.052816901,-.035025138,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,,Sale,250000,100000,,.08784204,.602300995,,,,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,MDLZ,Sale,250000,100000,,.08784204,.602300995,,-.028571429,-.116413468,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,FDX,Sale,250000,100000,,.08784204,.602300995,,.01483398,-.07300806,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,LOW,Sale,500000,250000,,.08784204,.602300995,,.210971856,.123129816,31.25
Kelly Loeffler,0,0,07apr2020,Joint,TFC,Sale,250000,100000,,.08784204,.602300995,,.152337365,.064495325,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,SAP,Sale,250000,100000,,.08784204,.602300995,,.042385764,-.045456276,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,DOCU,Sale,250000,100000,,.08784204,.602300995,,.243037399,.155195359,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,LMT,Sale,250000,100000,,.08784204,.602300995,,.098570142,.010728102,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,DIS,Sale,250000,100000,,.08784204,.602300995,,-.001777953,-.089619993,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,AMGN,Sale,500000,250000,,.08784204,.602300995,,.132100776,.044258736,31.25
Kelly Loeffler,0,0,07apr2020,Joint,BAC,Sale,250000,100000,,.08784204,.602300995,,.023486902,-.064355138,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,STZ,Sale,250000,100000,,.08784204,.602300995,,.089711879,.001869839,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,JD,Sale,500000,250000,,.08784204,.602300995,,.026911169,-.06093087,31.25
Kelly Loeffler,0,0,07apr2020,Joint,KEY,Sale,250000,100000,,.08784204,.602300995,,.01722488,-.070617159,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,ORCL,Sale,250000,100000,,.08784204,.602300995,,.025413712,-.062428328,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,WDC,Sale,250000,100000,,.08784204,.602300995,,-.058912739,-.146754779,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,VMC,Purchase,50000,15000,.581078577,.08784204,.602300995,-.021222418,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,UL,Purchase,50000,15000,.118194417,.08784204,.602300995,-.484106578,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,TRV,Purchase,50000,15000,.50575511,.08784204,.602300995,-.096545885,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,TRV,Sale,50000,15000,,.08784204,.602300995,,-.038995833,-.126837872,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,TJX,Purchase,50000,15000,.449014567,.08784204,.602300995,-.153286428,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,RTX,Purchase,100000,50000,.341932133,.08784204,.602300995,-.260368862,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,PRU,Purchase,250000,100000,.787168652,.08784204,.602300995,.184867657,,,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,PRU,Sale,250000,100000,,.08784204,.602300995,,.12850557,.040663531,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,PGR,Purchase,15000,1000,.262301587,.08784204,.602300995,-.339999408,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,PG,Purchase,50000,15000,.210428305,.08784204,.602300995,-.39187269,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,PANW,Purchase,50000,15000,.9523175739999999,.08784204,.602300995,.350016579,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,NNVC,Sale,15000,1000,,.08784204,.602300995,,.139405204,.051563165,1
Kelly Loeffler,0,0,07apr2020,Spouse,MRK,Purchase,50000,15000,-.035259674,.08784204,.602300995,-.637560669,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,LLY,Purchase,15000,1000,.288412743,.08784204,.602300995,-.313888252,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,KO,Purchase,15000,1000,.143625027,.08784204,.602300995,-.458675968,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,,Purchase,50000,15000,,.08784204,.602300995,,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,,Sale,250000,100000,,.08784204,.602300995,,,,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,HIG,Purchase,50000,15000,.836403034,.08784204,.602300995,.234102039,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,HIG,Sale,250000,100000,,.08784204,.602300995,,-.047670639,-.135512679,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,GS,Purchase,250000,100000,.970003614,.08784204,.602300995,.367702619,,,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,GLNCY,Sale,50000,15000,,.08784204,.602300995,,.029411765,-.058430275,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,ETN,Purchase,15000,1000,.852941176,.08784204,.602300995,.250640181,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,EMR,Purchase,50000,15000,.818850666,.08784204,.602300995,.216549671,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,EMR,Purchase,100000,50000,.818850666,.08784204,.602300995,.216549671,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,EMR,Sale,250000,100000,,.08784204,.602300995,,.08769139,-.00015065,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,DIS,Purchase,100000,50000,.874061636,.08784204,.602300995,.271760641,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,DFS,Purchase,250000,100000,1.826285714,.08784204,.602300995,1.223984719,,,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,DFS,Purchase,250000,100000,1.826285714,.08784204,.602300995,1.223984719,,,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,DD,Purchase,50000,15000,1.067901235,.08784204,.602300995,.46560024,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,DD,Purchase,50000,15000,1.067901235,.08784204,.602300995,.46560024,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,DD,Sale,250000,100000,,.08784204,.602300995,,.199409554,.111567515,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,DAL,Purchase,250000,100000,1.321348315,.08784204,.602300995,.71904732,,,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,DAL,Purchase,250000,100000,1.321348315,.08784204,.602300995,.71904732,,,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,DAL,Sale,100000,50000,,.08784204,.602300995,,-.024269663,-.112111703,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,CVX,Purchase,100000,50000,.280029659,.08784204,.602300995,-.322271336,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,CVX,Purchase,100000,50000,.280029659,.08784204,.602300995,-.322271336,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,CVX,Sale,250000,100000,,.08784204,.602300995,,.147923875,.060081836,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,CVS,Purchase,15000,1000,.312115351,.08784204,.602300995,-.290185644,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,CTSH,Purchase,50000,15000,.666527197,.08784204,.602300995,.064226202,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,CTSH,Purchase,50000,15000,.666527197,.08784204,.602300995,.064226202,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,CSCO,Purchase,50000,15000,.280142717,.08784204,.602300995,-.322158278,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,CSCO,Sale,250000,100000,,.08784204,.602300995,,.020177165,-.067664874,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,CR,Purchase,50000,15000,.852998824,.08784204,.602300995,.250697829,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,CR,Purchase,100000,50000,.852998824,.08784204,.602300995,.250697829,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,CR,Sale,250000,100000,,.08784204,.602300995,,.00254802,-.085294019,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,CMCSA,Purchase,50000,15000,.484569572,.08784204,.602300995,-.117731423,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,CMCSA,Purchase,50000,15000,.484569572,.08784204,.602300995,-.117731423,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,CL,Purchase,15000,1000,.156720742,.08784204,.602300995,-.445580253,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,CAT,Purchase,50000,15000,.891732283,.08784204,.602300995,.289431288,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,CAT,Purchase,50000,15000,.891732283,.08784204,.602300995,.289431288,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,CAH,Purchase,15000,1000,.258145363,.08784204,.602300995,-.344155632,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,CAH,Sale,250000,100000,,.08784204,.602300995,,-.008980785,-.096822825,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,BP,Purchase,50000,15000,.012096774,.08784204,.602300995,-.590204221,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,BP,Purchase,50000,15000,.012096774,.08784204,.602300995,-.590204221,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,BABA,Purchase,15000,1000,.164494949,.08784204,.602300995,-.437806046,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,AMGN,Purchase,50000,15000,.193121947,.08784204,.602300995,-.409179048,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,AIZ,Purchase,50000,15000,.377653953,.08784204,.602300995,-.224647042,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,AIZ,Purchase,100000,50000,.377653953,.08784204,.602300995,-.224647042,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,AIZ,Sale,500000,250000,,.08784204,.602300995,,-.019214142,-.107056181,31.25
Kelly Loeffler,0,0,07apr2020,Spouse,AIG,Purchase,100000,50000,1.006018917,.08784204,.602300995,.403717922,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,AIG,Purchase,50000,15000,1.006018917,.08784204,.602300995,.403717922,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,AIG,Sale,50000,15000,,.08784204,.602300995,,.077386071,-.010455969,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,AFL,Purchase,100000,50000,.44525343,.08784204,.602300995,-.157047565,,,9.3800001
Kelly Loeffler,0,0,07apr2020,Spouse,AFL,Purchase,50000,15000,.44525343,.08784204,.602300995,-.157047565,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,ADM,Purchase,15000,1000,.613118399,.08784204,.602300995,.010817404,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,ADM,Purchase,50000,15000,.613118399,.08784204,.602300995,.010817404,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,ADM,Sale,250000,100000,,.08784204,.602300995,,-.028349083,-.116191123,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,ABT,Purchase,15000,1000,.464298792,.08784204,.602300995,-.138002203,,,1
Kelly Loeffler,0,0,07apr2020,Spouse,ABBV,Purchase,50000,15000,.397798116,.08784204,.602300995,-.204502879,,,4.0599999
Kelly Loeffler,0,0,07apr2020,Spouse,ABBV,Purchase,15000,1000,.397798116,.08784204,.602300995,-.204502879,,,1
Kelly Loeffler,0,0,07apr2020,Joint,HELE,Sale,50000,15000,,.08784204,.602300995,,.199164345,.111322306,4.0599999
Kelly Loeffler,0,0,07apr2020,Joint,GOOGL,Sale,500000,250000,,.08784204,.602300995,,.140762414,.052920374,31.25
Kelly Loeffler,0,0,07apr2020,Joint,ARNA,Sale,50000,15000,,.08784204,.602300995,,.080538347,-.007303693,4.0599999
Kelly Loeffler,0,0,07apr2020,Joint,ADP,Sale,250000,100000,,.08784204,.602300995,,.064690421,-.023151619,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,CME,Sale,250000,100000,,.08784204,.602300995,,.009614841,-.078227199,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,COST,Sale,250000,100000,,.08784204,.602300995,,.014129039,-.073713001,21.879999
Kelly Loeffler,0,0,07apr2020,Spouse,DG,Sale,50000,15000,,.08784204,.602300995,,.033632817,-.054209223,4.0599999
Kelly Loeffler,0,0,07apr2020,Joint,FIS,Sale,100000,50000,,.08784204,.602300995,,.098301981,.010459941,9.3800001
Kelly Loeffler,0,0,07apr2020,Joint,IPHI,Sale,100000,50000,,.08784204,.602300995,,.099022574,.011180534,9.3800001
Kelly Loeffler,0,0,07apr2020,Joint,MSFT,Sale,500000,250000,,.08784204,.602300995,,.105633372,.017791332,31.25
Kelly Loeffler,0,0,07apr2020,Joint,RTX,Sale,250000,100000,,.08784204,.602300995,,.021468144,-.066373896,21.879999
Kelly Loeffler,0,0,07apr2020,Joint,VTR,Sale,250000,100000,,.08784204,.602300995,,.103766617,.015924578,21.879999
David Perdue,0,1,06apr2020,Joint,LYV,Purchase,15000,1000,1.536945813,.077078477,.601554002,.935391811,,,1
David Perdue,0,1,06apr2020,Joint,MRK,Sale,15000,1000,,.077078477,.601554002,,-.042958536,-.120037013,1
David Perdue,0,1,06apr2020,Joint,ENB,Purchase,15000,1000,.290750436,.077078477,.601554002,-.310803565,,,1
David Perdue,0,1,06apr2020,Joint,TRP,Purchase,15000,1000,.044938821,.077078477,.601554002,-.556615181,,,1
Ron Wyden,1,1,06apr2020,Spouse,QSR,Purchase,15000,1000,.7327335270000001,.077078477,.601554002,.131179526,,,1
Ron Wyden,1,1,06apr2020,Spouse,GRUB,Purchase,15000,1000,.607709751,.077078477,.601554002,.006155749,,,1
Ron Wyden,1,1,06apr2020,Spouse,GOOG,Purchase,15000,1000,.875063189,.077078477,.601554002,.273509187,,,1
Ron Wyden,1,1,06apr2020,Spouse,IRBT,Purchase,15000,1000,1.924675325,.077078477,.601554002,1.323121323,,,1
Ron Wyden,1,1,06apr2020,Spouse,DNKN,Purchase,15000,1000,,.077078477,.601554002,,,,1
Ron Wyden,1,1,06apr2020,Spouse,SBUX,Purchase,15000,1000,.637704676,.077078477,.601554002,.036150675,,,1
Ron Wyden,1,1,06apr2020,Spouse,RDS-B,Purchase,15000,1000,,.077078477,.601554002,,,,1
Ron Wyden,1,1,06apr2020,Spouse,,Purchase,15000,1000,,.077078477,.601554002,,,,1
Ron Wyden,1,1,06apr2020,Spouse,CSCO,Purchase,50000,15000,.265025344,.077078477,.601554002,-.336528658,,,4.0599999
Ron Wyden,1,1,06apr2020,Spouse,AMAT,Purchase,50000,15000,2.099674973,.077078477,.601554002,1.498120971,,,4.0599999
Ron Wyden,1,1,06apr2020,Spouse,KLAC,Purchase,50000,15000,1.391111111,.077078477,.601554002,.78955711,,,4.0599999
Ron Wyden,1,1,06apr2020,Spouse,AVGO,Purchase,50000,15000,.935034068,.077078477,.601554002,.333480066,,,4.0599999
Ron Wyden,1,1,06apr2020,Spouse,XOM,Purchase,50000,15000,.396095873,.077078477,.601554002,-.205458128,,,4.0599999
Ron Wyden,1,1,06apr2020,Spouse,,Purchase,50000,15000,,.077078477,.601554002,,,,4.0599999
Ron Wyden,1,1,06apr2020,Spouse,CAT,Purchase,50000,15000,.940629411,.077078477,.601554002,.33907541,,,4.0599999
Ron Wyden,1,1,06apr2020,Spouse,--,Purchase,100000,50000,,.077078477,.601554002,,,,9.3800001
Ron Wyden,1,1,06apr2020,Spouse,AMZN,Purchase,100000,50000,.61531145,.077078477,.601554002,.013757449,,,9.3800001
Ron Wyden,1,1,06apr2020,Spouse,DIS,Purchase,100000,50000,.892950392,.077078477,.601554002,.29139639,,,9.3800001
Pat Roberts,0,1,06apr2020,Spouse,NFLX,Sale,250000,100000,,.077078477,.601554002,,.12682914,.049750663,21.879999
David Perdue,0,1,03apr2020,Joint,PFE,Sale,15000,1000,,.148875937,.695087427,,.118906206,-.029969731,1
David Perdue,0,1,03apr2020,Joint,LYV,Purchase,15000,1000,,.148875937,.695087427,,,,1
